0.80901699437494734,2,1
0.87464042483192539,4,1
0.88866021569220621,8,1
0.89166684496406712,16,1
0.89254937300000003,176,2
0.89255359999999995,112,1
0.89256183700000002,144,2
0.89257358499999995,80,1
0.892593478,112,2
0.89262730000000001,48,1
0.89278035499999997,88,2
0.89280020000000004,56,1
0.89283855700000003,72,2
0.89289341200000005,40,1
0.892986312,56,2
0.89314432300000002,24,1
0.89373232395000002,44,1
0.89379069698000002,36,1
0.89385957436999997,44,2
0.8939527169,28,1
0.89413137210000004,36,2
0.89438754200000004,20,1
0.89482083000000001,28,2
0.89555745895509031,12,1
0.89734996093781105,16,2
0.89887595799999997,22,2
0.89930954959313936,14,1
0.90014597799999996,18,2
0.9013464593838435,10,1
0.90339125452464486,14,2
0.90489970798931296,16,3
0.90688938237888084,6,1
0.90782320006255546,12,2
0.90953314420647768,16,4
0.91045606846027383,14,3
0.91131015495152445,16,5
0.91176220038047529,10,2
0.91221969075040821,16,6
0.91284545586043986,14,4
0.91332194539577682,16,7
0.91378698970271877,12,3
0.91425725456424167,16,8
0.91473656952917559,14,5
0.91554812592164425,8,2
0.91563072403704149,16,9
0.91636863079826458,14,6
0.91674447708910212,16,10
0.91709378200547642,12,4
0.91740807075088582,16,11
0.91767168283360345,14,7
0.9179438449410644,16,12
0.91825206159096717,10,3
0.91854796875177513,16,13
0.9187709570364897,14,8
0.91895997873714552,16,14
0.91915882017862227,12,5
0.91933835063125369,16,15
0.91947277619736167,14,9
0.91958303111159012,16,16
0.91964357959049148,27,1
0.91964394670556426,25,1
0.91964498101835301,23,1
0.91964577561927041,31,1
0.91964597332656828,33,1
0.919646584854938,29,1
0.91964789477529507,21,1
0.91965610081710458,19,1
0.91967919568396883,17,1
0.91970003118724419,33,2
0.91970061749714871,29,2
0.91970131107605468,27,2
0.91970278928123694,25,2
0.91970704580813456,19,2
0.91971491844637732,23,2
0.91972043295478101,31,2
0.91972232238020368,21,2
0.91974408547584952,15,1
0.91980011632690317,29,3
0.91980068059098308,31,3
0.91980158343478258,21,3
0.91980603744546563,25,3
0.91981014798942518,23,3
0.9198106458924652,33,3
0.91982208113880892,17,2
0.91982658541259033,27,3
0.919864618020104,19,3
0.91990023111719055,29,4
0.91990107483890005,31,4
0.91990236135555603,23,4
0.91990626166764689,27,4
0.91990978878005503,25,4
0.91992570142006358,13,1
0.91996042329965322,33,4
0.91996414059712461,21,4
0.91999016169016867,19,4
0.92000007039770837,27,5
0.92000281109179582,23,5
0.92000762153157856,25,5
0.92001035948660115,33,5
0.9200106468302367,31,5
0.92001126707672209,29,5
0.92001324106143145,21,5
0.92003899186637406,17,3
0.92008560011375207,19,5
0.92010021436034961,33,6
0.92010161452254635,29,6
0.92010287821098857,25,6
0.92010904813417327,21,6
0.9201105233194542,31,6
0.92012190255069914,23,6
0.92012559001813932,27,6
0.92014229938623204,15,2
0.92020012090470993,33,7
0.92020050925264973,31,7
0.92020285024405346,19,6
0.92020765902673329,27,7
0.92021068681156493,25,7
0.92021215499554854,29,7
0.92021630980457014,23,7
0.92022785515373373,21,7
0.92025870070063209,17,4
0.92030000827283842,33,8
0.92030100863113951,29,8
0.92030579984292449,23,8
0.92031275899571074,25,8
0.92031655209445529,27,8
0.92032279084389967,19,7
0.92034236917413903,31,8
0.9203571728536436,21,8
0.9204296685342831,11,1
0.92047679171943586,31,9
0.92047825482599477,27,9
0.92048117891421388,25,9
0.92048867658512057,23,9
0.92049117750604603,29,9
0.92050054342807131,27,10
0.92050163263497531,31,10
0.92050606402707458,21,9
0.92051000939133676,33,9
0.9205152878078745,25,10
0.92052049123735935,29,10
0.92052292300571481,23,10
0.92054195579539388,19,8
0.92060057844827492,31,11
0.9206016043882802,27,11
0.9206035067349837,29,11
